"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","y"
"30302",48,"technician","married","professional.course","no","yes","yes","cellular","apr","thu",1,999,1,"failure",-1.8,93.075,-47.1,"yes"
"35957",50,"admin.","divorced","university.degree","no","no","yes","cellular","may","mon",4,999,0,"nonexistent",-1.8,92.893,-46.2,"yes"
"37010",37,"admin.","married","university.degree","no","yes","no","cellular","jul","mon",2,999,0,"nonexistent",-2.9,92.469,-33.6,"yes"
"8884",31,"blue-collar","single","basic.4y","no","no","no","telephone","jun","thu",3,999,0,"nonexistent",1.4,94.465,-41.8,"yes"
"39990",34,"unemployed","single","university.degree","no","yes","no","cellular","jun","tue",2,999,0,"nonexistent",-1.7,94.055,-39.8,"yes"
"39300",23,"student","single","high.school","no","no","no","cellular","mar","wed",1,999,0,"nonexistent",-1.8,93.369,-34.8,"yes"
"38003",29,"self-employed","single","university.degree","no","yes","no","cellular","sep","tue",2,999,0,"nonexistent",-3.4,92.379,-29.8,"yes"
"40775",31,"services","single","high.school","no","yes","no","cellular","sep","fri",2,6,1,"success",-1.1,94.199,-37.5,"yes"
"30290",47,"blue-collar","single","basic.6y","no","no","no","cellular","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,"yes"
"2003",59,"management","married","university.degree","no","no","no","telephone","may","mon",5,999,0,"nonexistent",1.1,93.994,-36.4,"yes"
"20723",57,"admin.","single","university.degree","unknown","yes","no","cellular","aug","wed",4,999,0,"nonexistent",1.4,93.444,-36.1,"yes"
"40311",35,"admin.","married","university.degree","no","yes","no","telephone","jul","fri",1,999,2,"failure",-1.7,94.215,-40.3,"yes"
"37194",74,"retired","married","high.school","no","yes","no","cellular","aug","thu",1,999,1,"failure",-2.9,92.201,-31.4,"yes"
"39408",46,"technician","married","professional.course","no","no","yes","cellular","apr","tue",1,5,2,"success",-1.8,93.749,-34.6,"yes"
"26061",36,"management","divorced","high.school","no","no","yes","cellular","nov","wed",2,999,0,"nonexistent",-0.1,93.2,-42,"yes"
"39100",22,"technician","single","professional.course","no","yes","no","cellular","dec","mon",1,999,0,"nonexistent",-3,92.713,-33,"yes"
"39206",29,"admin.","single","unknown","no","yes","no","cellular","mar","mon",1,999,0,"nonexistent",-1.8,93.369,-34.8,"yes"
"38748",20,"student","single","high.school","no","no","no","cellular","nov","wed",1,999,3,"failure",-3.4,92.649,-30.1,"yes"
"30303",49,"admin.","divorced","university.degree","no","no","no","cellular","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,"yes"
"37668",64,"retired","married","high.school","unknown","no","no","cellular","aug","tue",1,999,1,"failure",-2.9,92.201,-31.4,"yes"
"37855",26,"student","single","university.degree","no","no","yes","cellular","aug","fri",1,999,0,"nonexistent",-2.9,92.201,-31.4,"yes"
"36541",36,"management","single","university.degree","no","yes","no","cellular","jun","wed",2,3,1,"success",-2.9,92.963,-40.8,"yes"
"34041",34,"unemployed","single","high.school","no","yes","no","cellular","may","wed",3,999,0,"nonexistent",-1.8,92.893,-46.2,"yes"
"25961",56,"blue-collar","divorced","basic.9y","no","yes","no","cellular","nov","wed",3,999,0,"nonexistent",-0.1,93.2,-42,"yes"
"140",45,"blue-collar","married","basic.9y","unknown","yes","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,"yes"
"7882",39,"services","single","high.school","unknown","yes","yes","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,"yes"
"9797",29,"admin.","married","professional.course","no","yes","no","telephone","jun","wed",4,999,0,"nonexistent",1.4,94.465,-41.8,"yes"
"2316",38,"management","married","basic.9y","no","yes","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,"yes"
"26319",43,"management","married","university.degree","no","no","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,"yes"
"12566",37,"management","married","high.school","no","yes","no","cellular","jul","mon",1,999,0,"nonexistent",1.4,93.918,-42.7,"yes"
"41128",61,"admin.","married","high.school","no","yes","yes","cellular","nov","wed",2,999,0,"nonexistent",-1.1,94.767,-50.8,"yes"
"4873",32,"technician","single","university.degree","unknown","no","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,"yes"
"1656",35,"blue-collar","married","professional.course","no","yes","yes","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,"yes"
"15046",31,"services","single","basic.9y","no","yes","no","cellular","jul","thu",2,999,0,"nonexistent",1.4,93.918,-42.7,"yes"
"38096",49,"unemployed","married","high.school","no","no","no","cellular","sep","wed",1,999,0,"nonexistent",-3.4,92.379,-29.8,"yes"
"37415",32,"technician","single","professional.course","no","no","no","cellular","aug","wed",2,999,1,"failure",-2.9,92.201,-31.4,"yes"
"21748",29,"services","married","professional.course","no","no","no","cellular","aug","tue",3,999,0,"nonexistent",1.4,93.444,-36.1,"yes"
"16431",55,"retired","married","basic.4y","no","no","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,"yes"
"19012",52,"admin.","married","unknown","no","yes","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,"yes"
"39867",31,"technician","married","professional.course","no","yes","no","cellular","jun","tue",2,3,1,"success",-1.7,94.055,-39.8,"yes"
"7471",47,"blue-collar","married","basic.6y","unknown","yes","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,"yes"
"14411",54,"management","married","university.degree","no","no","no","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,"yes"
"8529",26,"unknown","single","high.school","unknown","yes","yes","telephone","jun","wed",15,999,0,"nonexistent",1.4,94.465,-41.8,"yes"
"40908",48,"technician","married","professional.course","no","yes","yes","cellular","oct","mon",1,8,1,"success",-1.1,94.601,-49.5,"yes"
"41131",31,"admin.","single","university.degree","no","yes","no","cellular","nov","thu",1,999,0,"nonexistent",-1.1,94.767,-50.8,"yes"
"37664",34,"technician","married","professional.course","no","no","no","cellular","aug","tue",1,13,1,"success",-2.9,92.201,-31.4,"yes"
"36646",22,"student","single","high.school","no","no","yes","telephone","jun","thu",2,999,0,"nonexistent",-2.9,92.963,-40.8,"yes"
"7953",26,"blue-collar","married","basic.9y","no","no","no","telephone","jun","mon",3,999,0,"nonexistent",1.4,94.465,-41.8,"yes"
"2764",33,"unemployed","divorced","basic.9y","no","no","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,"yes"
"29346",28,"admin.","single","university.degree","no","no","no","telephone","apr","fri",2,999,0,"nonexistent",-1.8,93.075,-47.1,"yes"
"40977",56,"technician","divorced","professional.course","no","no","no","cellular","oct","mon",1,3,2,"success",-1.1,94.601,-49.5,"yes"
"36871",57,"retired","married","basic.4y","no","yes","yes","cellular","jun","tue",3,999,0,"nonexistent",-2.9,92.963,-40.8,"yes"
"36721",53,"admin.","single","university.degree","no","yes","no","cellular","jun","fri",2,3,1,"success",-2.9,92.963,-40.8,"yes"
"38567",48,"technician","married","high.school","no","no","yes","cellular","oct","thu",3,999,0,"nonexistent",-3.4,92.431,-26.9,"yes"
"25450",31,"admin.","single","high.school","no","no","no","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,"yes"
"40260",68,"retired","married","university.degree","no","no","no","cellular","jul","mon",2,12,1,"success",-1.7,94.215,-40.3,"yes"
"39287",31,"unemployed","single","university.degree","no","yes","no","cellular","mar","tue",1,10,1,"success",-1.8,93.369,-34.8,"yes"
"5008",32,"blue-collar","married","basic.9y","no","no","no","telephone","may","wed",3,999,0,"nonexistent",1.1,93.994,-36.4,"yes"
"38643",36,"admin.","single","university.degree","no","no","yes","cellular","nov","tue",1,999,0,"nonexistent",-3.4,92.649,-30.1,"yes"
"37985",45,"admin.","married","university.degree","no","no","no","cellular","sep","mon",1,999,0,"nonexistent",-3.4,92.379,-29.8,"yes"
"36918",39,"admin.","married","university.degree","no","no","no","cellular","jun","mon",1,999,1,"failure",-2.9,92.963,-40.8,"yes"
"22860",40,"admin.","married","university.degree","no","yes","no","cellular","aug","mon",3,999,0,"nonexistent",1.4,93.444,-36.1,"yes"
"40995",54,"services","divorced","high.school","no","yes","yes","cellular","oct","wed",4,3,1,"success",-1.1,94.601,-49.5,"yes"
"28634",26,"blue-collar","married","basic.9y","no","yes","yes","cellular","apr","thu",2,999,0,"nonexistent",-1.8,93.075,-47.1,"yes"
"35009",58,"admin.","married","basic.4y","unknown","no","no","cellular","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,"yes"
"38840",25,"admin.","single","university.degree","no","no","yes","cellular","nov","mon",1,7,2,"success",-3.4,92.649,-30.1,"yes"
"19658",54,"self-employed","married","basic.9y","unknown","yes","no","cellular","aug","thu",3,999,0,"nonexistent",1.4,93.444,-36.1,"yes"
"21227",41,"technician","married","high.school","no","no","no","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,"yes"
"40184",29,"admin.","single","high.school","no","yes","no","cellular","jul","fri",2,6,1,"success",-1.7,94.215,-40.3,"yes"
"37184",52,"retired","divorced","university.degree","no","no","no","cellular","aug","thu",1,15,1,"success",-2.9,92.201,-31.4,"yes"
"38879",77,"retired","divorced","basic.4y","no","yes","no","cellular","nov","mon",2,999,1,"failure",-3.4,92.649,-30.1,"yes"
"29990",54,"management","married","university.degree","no","no","no","cellular","apr","tue",1,999,0,"nonexistent",-1.8,93.075,-47.1,"yes"
"38328",22,"student","single","high.school","no","no","no","cellular","oct","fri",2,999,1,"failure",-3.4,92.431,-26.9,"yes"
"24081",27,"self-employed","married","professional.course","no","no","no","telephone","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,"yes"
"17419",46,"management","married","university.degree","no","no","no","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,"yes"
"38794",56,"management","divorced","unknown","no","yes","no","cellular","nov","thu",7,999,0,"nonexistent",-3.4,92.649,-30.1,"yes"
"6663",33,"admin.","married","university.degree","no","no","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,"yes"
"28381",43,"admin.","divorced","high.school","no","yes","no","cellular","apr","thu",2,999,1,"failure",-1.8,93.075,-47.1,"yes"
"29748",25,"self-employed","divorced","university.degree","no","no","no","cellular","apr","mon",1,999,0,"nonexistent",-1.8,93.075,-47.1,"yes"
"28461",34,"admin.","single","university.degree","no","yes","no","cellular","apr","tue",1,999,0,"nonexistent",-1.8,93.075,-47.1,"yes"
"36353",32,"admin.","married","university.degree","no","yes","yes","cellular","jun","tue",1,999,0,"nonexistent",-2.9,92.963,-40.8,"yes"
"37210",46,"housemaid","married","high.school","no","yes","no","cellular","aug","fri",1,999,0,"nonexistent",-2.9,92.201,-31.4,"yes"
"40056",35,"admin.","married","high.school","no","yes","no","cellular","jul","wed",2,15,1,"success",-1.7,94.215,-40.3,"yes"
"37904",33,"admin.","married","high.school","no","yes","no","cellular","sep","tue",1,999,0,"nonexistent",-3.4,92.379,-29.8,"yes"
"10185",25,"admin.","single","high.school","no","yes","no","telephone","jun","thu",7,999,0,"nonexistent",1.4,94.465,-41.8,"yes"
"15711",32,"admin.","single","high.school","unknown","no","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,"yes"
"40893",47,"admin.","married","high.school","no","yes","no","cellular","oct","fri",1,999,1,"failure",-1.1,94.601,-49.5,"yes"
"38422",29,"blue-collar","single","basic.9y","no","no","yes","cellular","oct","wed",2,999,0,"nonexistent",-3.4,92.431,-26.9,"yes"
"34066",38,"blue-collar","married","basic.9y","no","yes","no","cellular","may","wed",5,999,0,"nonexistent",-1.8,92.893,-46.2,"yes"
"20633",43,"admin.","married","university.degree","no","no","no","telephone","aug","wed",8,999,0,"nonexistent",1.4,93.444,-36.1,"yes"
"38481",42,"management","married","university.degree","no","yes","no","cellular","oct","mon",1,999,1,"failure",-3.4,92.431,-26.9,"yes"
"16166",35,"services","divorced","university.degree","no","yes","no","cellular","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,"yes"
"30186",40,"admin.","married","university.degree","no","no","no","cellular","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,"yes"
"1692",33,"blue-collar","married","basic.6y","unknown","yes","yes","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,"yes"
"27403",41,"self-employed","married","professional.course","unknown","yes","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,"yes"
"40547",76,"retired","divorced","basic.4y","no","no","no","cellular","aug","tue",1,999,1,"failure",-1.7,94.027,-38.3,"yes"
"12867",29,"admin.","married","high.school","no","yes","no","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,"yes"
"40657",67,"unknown","divorced","unknown","unknown","yes","no","cellular","sep","wed",2,6,2,"success",-1.1,94.199,-37.5,"yes"
"24010",48,"admin.","married","high.school","no","no","no","telephone","oct","mon",1,999,0,"nonexistent",-0.1,93.798,-40.4,"yes"
"19473",38,"admin.","married","university.degree","no","no","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,"yes"
"27182",40,"blue-collar","divorced","basic.9y","no","yes","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,"yes"
"38547",55,"retired","married","basic.4y","no","yes","no","cellular","oct","thu",1,999,0,"nonexistent",-3.4,92.431,-26.9,"yes"
"39232",38,"blue-collar","single","high.school","no","no","no","telephone","mar","tue",3,6,2,"success",-1.8,93.369,-34.8,"yes"
"36910",50,"admin.","married","university.degree","no","no","no","cellular","jun","mon",1,3,1,"success",-2.9,92.963,-40.8,"yes"
"40204",30,"technician","married","university.degree","no","yes","yes","cellular","jul","mon",4,999,0,"nonexistent",-1.7,94.215,-40.3,"yes"
"30873",34,"technician","single","professional.course","no","no","no","cellular","may","tue",2,999,1,"failure",-1.8,92.893,-46.2,"yes"
"28640",57,"technician","married","university.degree","no","yes","no","cellular","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,"yes"
"40383",30,"admin.","single","university.degree","no","yes","no","cellular","aug","wed",1,0,2,"success",-1.7,94.027,-38.3,"yes"
"14178",30,"blue-collar","married","high.school","unknown","yes","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,"yes"
"7818",30,"services","divorced","basic.9y","no","no","no","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,"yes"
"3507",30,"admin.","single","high.school","no","no","yes","telephone","may","thu",4,999,0,"nonexistent",1.1,93.994,-36.4,"yes"
"40780",38,"blue-collar","single","high.school","no","yes","no","cellular","sep","wed",1,6,3,"success",-1.1,94.199,-37.5,"yes"
"40219",82,"housemaid","divorced","basic.4y","no","no","no","cellular","jul","wed",1,999,0,"nonexistent",-1.7,94.215,-40.3,"yes"
"37636",74,"retired","married","basic.9y","no","yes","no","cellular","aug","mon",1,999,1,"failure",-2.9,92.201,-31.4,"yes"
"13596",43,"blue-collar","single","basic.9y","no","yes","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,"yes"
"14764",43,"blue-collar","single","basic.6y","no","yes","yes","cellular","jul","wed",4,999,0,"nonexistent",1.4,93.918,-42.7,"yes"
"39210",49,"blue-collar","married","basic.9y","unknown","no","no","cellular","mar","mon",1,6,2,"success",-1.8,93.369,-34.8,"yes"
"27946",34,"technician","single","university.degree","no","no","no","cellular","mar","mon",2,999,0,"nonexistent",-1.8,92.843,-50,"yes"
"16079",56,"blue-collar","married","basic.4y","unknown","no","no","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,"yes"
"30049",19,"student","single","basic.4y","no","no","yes","cellular","apr","wed",2,999,0,"nonexistent",-1.8,93.075,-47.1,"yes"
"31012",45,"blue-collar","married","basic.9y","no","yes","no","cellular","may","tue",2,999,0,"nonexistent",-1.8,92.893,-46.2,"yes"
"24945",52,"management","married","university.degree","unknown","yes","no","cellular","nov","tue",1,999,0,"nonexistent",-0.1,93.2,-42,"yes"
"39262",80,"retired","married","basic.4y","no","no","no","cellular","mar","fri",3,6,4,"success",-1.8,93.369,-34.8,"yes"
"30473",50,"blue-collar","married","basic.6y","no","yes","no","cellular","may","mon",3,3,1,"success",-1.8,92.893,-46.2,"yes"
"13270",31,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,"yes"
"28742",50,"self-employed","married","university.degree","no","yes","no","cellular","apr","thu",2,999,0,"nonexistent",-1.8,93.075,-47.1,"yes"
